,id,reviews_scores_accuracy,allows_children,allows_infants,allows_pets,reviews_scores_avg_rating,bathrooms,bedrooms,beds,can_instant_book,cancel_policy,reviews_scores_checkin,city,cleaning_fee,reviews_scores_cleanliness,reviews_scores_communication,is_new_listing,is_super_host,reviews_scores_location,max_nights,min_nights,monthly_price_factor,name,person_capacity,picture_count,price_string,property_type_id,response_rate,response_time,review_count,reviews_scores_rating,reviews_count,room_type,reviews_scores_star,reviews_scores_value,visible_review_count,weekly_price_factor,extra_people,security,air_conditioning,balcony,nature_and_views,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,private_entrance,paikkakunnat
54,35713015,10.0,1.0,1.0,0.0,4.87,1.0,1.0,1.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,4,10.0,10.0,0,1,10.0,28,1,0.0,"Budget room! Own balcony, by METRO Helsinki",3,20,31,1.0,100.0,within an hour,128.0,97.0,54,Private room,5.0,9.0,128.0,0.94,7,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Kamppi
55,42985363,10.0,1.0,1.0,0.0,,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,0,10.0,10.0,1,0,10.0,1125,1,0.0,Welcome to a nice bright place to stay,2,5,26,40.0,100.0,within an hour,128.0,97.0,0,Private room,,9.0,128.0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Punavuori
56,28234855,10.0,1.0,1.0,0.0,4.75,1.0,1.0,1.0,1,CANCEL_MODERATE,10.0,Helsinki,12,10.0,10.0,0,0,10.0,10,1,1.0,Cozy & Urban Studio @ well-connected location,3,15,81,1.0,100.0,within an hour,128.0,97.0,197,Entire home/apt,5.0,9.0,128.0,0.95,13,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Patola
57,41869689,10.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,10.0,Helsinki,0,10.0,10.0,0,0,10.0,1125,1,0.0,Homey 1br apartment for 4 in Etu-Töölö,4,12,92,1.0,70.0,within a few hours,128.0,97.0,3,Entire home/apt,5.0,9.0,128.0,0.0,5,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Siltasaari
58,14752483,10.0,1.0,1.0,0.0,4.74,1.0,0.0,3.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,11,10.0,10.0,0,0,10.0,1125,1,0.85,"Disinfected well,  cozy spot next to Kamppi",4,18,98,1.0,100.0,within an hour,128.0,97.0,434,Entire home/apt,5.0,9.0,128.0,0.9,11,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,Kluuvi
59,571881,10.0,1.0,1.0,0.0,4.63,1.0,2.0,4.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,38,10.0,10.0,0,0,10.0,150,1,0.7,Spacious flat in the very center,7,21,135,1.0,100.0,within an hour,128.0,97.0,336,Entire home/apt,4.5,9.0,128.0,0.85,16,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Ullanlinna
60,42638153,10.0,1.0,1.0,0.0,5.0,1.5,1.0,1.0,1,CANCEL_MODERATE,10.0,Helsinki,0,10.0,10.0,0,0,10.0,6,1,0.65,"A cozy, snug & spacious apartment in Helsinki",2,7,38,1.0,78.0,within an hour,128.0,97.0,3,Private room,5.0,9.0,128.0,0.85,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tapanila
61,31094469,10.0,1.0,1.0,0.0,4.71,1.0,0.0,1.0,1,CANCEL_MODERATE,10.0,Helsinki,12,10.0,10.0,0,0,10.0,10,1,1.0,Comfy & Style Studio next to the metro station,3,19,81,1.0,100.0,within an hour,128.0,97.0,143,Entire home/apt,4.5,9.0,128.0,0.95,13,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Punavuori
62,2189594,10.0,1.0,1.0,0.0,4.73,1.5,1.0,1.0,0,CANCEL_MODERATE,10.0,Helsinki,0,10.0,10.0,0,1,10.0,30,1,0.75,2 rooms in city center,4,26,108,1.0,100.0,within an hour,128.0,97.0,304,Entire home/apt,5.0,9.0,128.0,0.83,16,217,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Itä-Pasila
63,38669174,,0.0,0.0,0.0,4.92,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,,Helsinki,0,,,0,1,,8,1,0.87,"Shared room in big single apartment, best location",2,6,58,1.0,100.0,within an hour,0.0,,26,Shared room,5.0,,0.0,0.87,27,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Kamppi
64,18400611,,0.0,0.0,0.0,4.89,1.0,0.0,3.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,,Helsinki,0,,,0,1,,360,1,0.85,Guest-Room OWN Entrance Airport & City Easy Access,3,30,75,1.0,100.0,within an hour,0.0,,197,Entire home/apt,5.0,,0.0,0.9,22,200,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Kluuvi
65,39476359,,0.0,0.0,0.0,4.91,1.0,1.0,4.0,1,CANCEL_FLEXIBLE,,Helsinki,14,,,0,0,,1125,1,0.7,Helsinki Central Apartment,4,22,99,1.0,100.0,within an hour,0.0,,34,Entire home/apt,5.0,,0.0,0.8,9,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Vesala
66,42978180,,0.0,0.0,0.0,,1.5,1.0,1.0,1,CANCEL_FLEXIBLE,,Helsinki,0,,,1,0,,16,1,0.55,A cozy one-bedroom apartment with a balcony,3,5,154,47.0,100.0,within a day,0.0,,0,Entire home/apt,,,0.0,0.7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Etu-Töölö
67,35584843,,0.0,0.0,0.0,4.64,1.0,0.0,1.0,0,CANCEL_MODERATE,,Helsinki,12,,,0,0,,7,1,1.0,Little Retro Studio @ Central Design District Hels,2,12,85,1.0,100.0,within an hour,0.0,,67,Entire home/apt,4.5,,0.0,0.95,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,Punavuori
68,35680811,,0.0,0.0,0.0,4.16,1.0,0.0,1.0,1,CANCEL_MODERATE,,Helsinki,16,,,0,0,,1125,1,0.0,Compact home in Ullanlinna,4,5,76,1.0,100.0,within an hour,0.0,,69,Entire home/apt,4.0,,0.0,0.9,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Alppikylä
69,22982896,,0.0,0.0,0.0,4.89,1.0,1.0,1.0,0,CANCEL_FLEXIBLE,,Helsinki,5,,,0,1,,7,1,0.0,Kaunis yksityinen huone tunnelmallisella alueella,2,37,51,1.0,100.0,within an hour,0.0,,214,Private room,5.0,,0.0,0.0,0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Kaartinkaupunki
70,33630332,,0.0,0.0,0.0,4.03,1.0,0.0,1.0,1,CANCEL_MODERATE,,Helsinki,17,,,0,0,,1125,1,0.0,Church view studio in Design District,2,8,78,1.0,100.0,within an hour,0.0,,72,Entire home/apt,4.0,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Vallila
71,42960124,,0.0,0.0,0.0,,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,,Helsinki,0,,,1,0,,1125,1,0.0,Welcome to a separate room,2,9,26,40.0,100.0,within an hour,0.0,,0,Private room,,,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Kamppi
72,12068779,,0.0,0.0,0.0,4.6,1.0,1.0,1.0,1,CANCEL_MODERATE,,Helsinki,22,,,0,0,,20,1,1.0,"Heart of the city, Design District",1,15,79,1.0,100.0,within an hour,0.0,,200,Private room,4.5,,0.0,0.89,0,217,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Kamppi
73,41139203,,0.0,0.0,0.0,3.54,1.5,0.0,2.0,1,CANCEL_MODERATE,,Helsinki,11,,,0,0,,1125,1,0.0,"Studio in central area, close to Kamppi",3,7,77,1.0,0.0,unknown,0.0,,14,Entire home/apt,3.5,,0.0,0.9,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Kamppi
74,30981155,,0.0,0.0,0.0,4.85,1.0,0.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,,Helsinki,33,,,0,1,,1125,1,0.85,Central Studio,2,5,88,1.0,100.0,within an hour,0.0,,40,Entire home/apt,5.0,,0.0,0.9,16,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Kamppi
75,20648483,,0.0,0.0,0.0,4.68,1.0,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,,Helsinki,0,,,0,0,,1125,1,0.0,Cosy and comfortable apartment,2,6,41,1.0,100.0,within an hour,0.0,,69,Private room,4.5,,0.0,0.98,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Kluuvi
76,14336951,,0.0,0.0,0.0,4.5,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,,Helsinki,22,,,0,0,,14,1,0.75,Comfortable 1 bedroom apartment in downtown,3,10,95,1.0,100.0,within an hour,0.0,,121,Entire home/apt,4.5,,0.0,0.85,16,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Roihuvuori
77,18012739,,0.0,0.0,0.0,4.91,1.0,1.0,1.0,0,CANCEL_FLEXIBLE,,Helsinki,49,,,0,1,,1125,1,0.8,Classic Nordic Apartment in Hip Punavuori Design District,4,14,128,1.0,100.0,within a few hours,0.0,,95,Entire home/apt,5.0,,0.0,0.9,33,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Kamppi
78,35246331,,0.0,0.0,0.0,4.95,1.0,1.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,,Helsinki,0,,,0,1,,6,1,0.0,Cosy shared apartment,2,7,39,1.0,100.0,within a few hours,0.0,,37,Private room,5.0,,0.0,0.0,11,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,Kruununhaka
79,36044616,,0.0,0.0,0.0,4.65,1.0,2.0,4.0,1,CANCEL_MODERATE,,Helsinki,54,,,0,0,,1125,2,0.0,Gorgeous 2BR apartment by the Esplanade Park,8,14,142,1.0,100.0,within an hour,0.0,,26,Entire home/apt,4.5,,0.0,0.0,16,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Kamppi
80,21368320,10.0,1.0,1.0,0.0,4.81,1.0,1.0,2.0,0,CANCEL_FLEXIBLE,10.0,Helsinki,22,10.0,10.0,0,1,10.0,1125,1,0.85,Lovely city apartment in Vallila,3,18,90,1.0,100.0,within an hour,214.0,98.0,175,Entire home/apt,5.0,10.0,214.0,0.9,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,Konala
81,21373833,10.0,1.0,1.0,0.0,4.74,1.0,1.0,2.0,1,CANCEL_MODERATE,10.0,Helsinki,38,10.0,10.0,0,0,10.0,1125,2,0.0,New modern apartment in the Design District,4,15,109,1.0,100.0,within an hour,214.0,98.0,47,Entire home/apt,5.0,10.0,214.0,0.0,16,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Kamppi
82,41222077,10.0,1.0,1.0,0.0,,1.0,1.0,2.0,1,CANCEL_MODERATE,10.0,Helsinki,38,10.0,10.0,0,0,10.0,1125,2,0.0,Pohjoismaisella tyylillä sisustettu asunto!,4,9,83,1.0,100.0,within an hour,214.0,98.0,1,Entire home/apt,,10.0,214.0,0.0,16,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Kamppi
83,43026916,10.0,1.0,1.0,0.0,,1.0,1.0,1.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,0,10.0,10.0,1,0,10.0,1125,1,0.95,Central appartment Helsinki Kamppi,2,8,53,1.0,100.0,within an hour,214.0,98.0,0,Entire home/apt,,10.0,214.0,0.95,11,163,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Ullanlinna
84,27325365,10.0,1.0,1.0,0.0,4.9,1.0,0.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,10,10.0,10.0,0,1,10.0,1125,1,0.95,Studio apartment close everything,2,10,112,37.0,100.0,within an hour,214.0,98.0,163,Entire home/apt,5.0,10.0,214.0,0.95,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Siltasaari
85,11393587,10.0,1.0,1.0,0.0,4.76,1.5,0.0,1.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,16,10.0,10.0,0,0,10.0,1125,1,0.85,"Disinfected well, next to the Central station",4,12,118,1.0,100.0,within an hour,214.0,98.0,385,Entire home/apt,5.0,10.0,214.0,0.9,11,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,Kamppi
86,40891430,10.0,1.0,1.0,0.0,4.92,1.0,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,10,10.0,10.0,0,1,10.0,1125,1,0.8,Feel right at home in Helsinki / Free WiFi,2,13,82,1.0,100.0,within an hour,214.0,98.0,24,Entire home/apt,5.0,10.0,214.0,0.9,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Linjat
87,18056441,10.0,1.0,1.0,0.0,4.85,1.0,0.0,2.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,11,10.0,10.0,0,0,10.0,1125,1,0.85,Disinfected well & central Kalevankatu home,4,25,106,1.0,100.0,within an hour,214.0,98.0,195,Entire home/apt,5.0,10.0,214.0,0.9,11,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Kluuvi
88,32062249,10.0,1.0,1.0,0.0,4.78,1.0,1.0,1.0,0,CANCEL_MODERATE,10.0,Helsinki,0,10.0,10.0,0,1,10.0,1125,1,0.8,Casa Kruna,3,12,90,1.0,100.0,within an hour,214.0,98.0,55,Entire home/apt,5.0,10.0,214.0,0.9,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Etu-Töölö
89,16106110,10.0,1.0,1.0,0.0,4.93,1.5,1.0,1.0,0,CANCEL_FLEXIBLE,10.0,Helsinki,22,10.0,10.0,0,1,10.0,5,1,0.71,Delightful two room apartment in central Helsinki,3,9,89,1.0,100.0,within an hour,214.0,98.0,15,Entire home/apt,5.0,10.0,214.0,0.86,22,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Kamppi
90,41799984,10.0,1.0,1.0,0.0,,4.0,1.0,2.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,0,10.0,10.0,0,0,10.0,1125,1,0.0,2-х местный. №4. · Hotel-hostel INNTOURIST in the CENTER of Helsinki,2,16,55,45.0,100.0,within an hour,214.0,98.0,0,Private room,,10.0,214.0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Ullanlinna
91,41083834,10.0,1.0,1.0,0.0,,1.5,1.0,1.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,0,10.0,10.0,1,0,10.0,1125,1,0.9,"Private room/sauna,in a cosy flat near HKI city",2,7,31,1.0,100.0,within a few hours,214.0,98.0,0,Private room,,10.0,214.0,0.95,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Linjat
92,26730354,10.0,1.0,1.0,0.0,4.68,1.0,4.0,1.0,0,CANCEL_FLEXIBLE,10.0,Helsinki,11,10.0,10.0,0,0,10.0,1125,1,0.69,"Huone viisiöstä vuokrataan, hyvät julkiset kulkuyhteydet.",2,13,39,1.0,100.0,within an hour,214.0,98.0,35,Private room,4.5,10.0,214.0,0.88,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Kumpula
93,36127077,10.0,1.0,1.0,0.0,4.81,1.5,1.0,3.0,0,CANCEL_MODERATE,10.0,Helsinki,0,10.0,10.0,0,1,10.0,21,1,0.8,Studio -like space in a peaceful neighbourhood,2,14,54,53.0,100.0,within an hour,214.0,98.0,42,Private room,5.0,10.0,214.0,0.9,11,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,Itä-Pasila
94,37279768,10.0,1.0,1.0,0.0,4.81,1.5,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,33,10.0,10.0,0,1,10.0,1125,1,0.0,Downtown family comfort beauty,6,8,116,1.0,100.0,within an hour,385.0,95.0,16,Entire home/apt,5.0,10.0,385.0,0.0,22,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Itä-Pasila
95,22759628,10.0,1.0,1.0,0.0,4.34,1.0,1.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,11,10.0,10.0,0,0,10.0,20,1,0.9,Up the Stairs Bedroom Deluxe,2,10,65,37.0,100.0,within an hour,385.0,95.0,51,Private room,4.5,10.0,385.0,0.9,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Pikku Huopalahti
96,21821456,10.0,1.0,1.0,0.0,4.6,1.0,1.0,4.0,1,CANCEL_MODERATE,10.0,Helsinki,38,10.0,10.0,0,0,10.0,1125,2,0.0,New cozy apartment with best location in Helsinki,6,11,122,1.0,100.0,within an hour,385.0,95.0,62,Entire home/apt,4.5,10.0,385.0,0.0,16,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Kamppi
97,31390306,10.0,1.0,1.0,0.0,4.9,1.5,0.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,24,10.0,10.0,0,0,10.0,7,1,0.0,A beautiful Studio in trendy Kallio/Torkkelinmäki,3,14,101,37.0,100.0,within an hour,385.0,95.0,10,Entire home/apt,5.0,10.0,385.0,0.85,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,Taka-Töölö
98,21571373,10.0,1.0,1.0,0.0,4.12,1.0,1.0,4.0,1,CANCEL_MODERATE,10.0,Helsinki,38,10.0,10.0,0,0,10.0,1125,2,0.0,Charming apartment in the Design District,6,15,115,1.0,100.0,within an hour,385.0,95.0,78,Entire home/apt,4.0,10.0,385.0,0.0,16,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Vilhonvuori
99,40342883,10.0,1.0,1.0,0.0,5.0,2.0,1.0,2.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,20,10.0,10.0,0,0,10.0,1125,1,0.8,Urban center studio Töölö,4,7,88,1.0,100.0,within an hour,385.0,95.0,16,Entire home/apt,5.0,10.0,385.0,0.85,16,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Etu-Töölö
100,15459751,10.0,1.0,1.0,0.0,4.93,1.5,1.0,7.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,0,10.0,10.0,0,1,10.0,360,1,0.85,Spacious 2-Room Apartment Near Airport and City,10,43,95,1.0,100.0,within an hour,385.0,95.0,237,Entire home/apt,5.0,10.0,385.0,0.9,22,272,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Pikku Huopalahti
101,26804939,10.0,1.0,1.0,0.0,4.61,1.5,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,0,10.0,10.0,0,0,10.0,1125,1,0.7,"Two rooms in Kallio, spacious and convenient.",4,5,83,1.0,70.0,within a few hours,385.0,95.0,36,Entire home/apt,4.5,10.0,385.0,0.8,5,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Kamppi
102,41006272,10.0,1.0,1.0,0.0,,1.0,1.0,1.0,1,CANCEL_MODERATE,10.0,Helsinki,5,10.0,10.0,0,0,10.0,1125,1,0.0,"Shared Room in Central Area, Upscale yet relaxed",2,6,45,1.0,100.0,within an hour,385.0,95.0,2,Shared room,,10.0,385.0,0.0,11,434,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Punavuori
103,41800605,10.0,1.0,1.0,0.0,,4.0,1.0,2.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,0,10.0,10.0,0,0,10.0,1125,1,0.0,2-х местный. №5. · Hotel-hostel INNTOURIST in the CENTER of Helsinki,2,18,55,45.0,100.0,within an hour,385.0,95.0,0,Private room,,10.0,385.0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Kamppi
104,31800006,10.0,1.0,1.0,0.0,4.92,1.0,2.0,3.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,49,10.0,10.0,0,1,10.0,1125,1,0.0,Central 2-Bedroom Design Apartment,6,15,164,47.0,100.0,within an hour,385.0,95.0,36,Entire home/apt,5.0,10.0,385.0,0.0,33,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Harju
105,41639650,10.0,1.0,1.0,0.0,4.6,1.0,0.0,2.0,0,CANCEL_MODERATE,10.0,Helsinki,0,10.0,10.0,0,0,10.0,7,1,0.85,Skandinaavinen minimalistin kaunis yksiö,2,9,90,1.0,100.0,within a few hours,385.0,95.0,5,Entire home/apt,4.5,10.0,385.0,0.89,0,4347,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Kontula
106,11349996,10.0,1.0,1.0,0.0,4.42,1.5,2.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,43,10.0,10.0,0,0,10.0,90,1,0.84,You can´t be more central than this,5,46,201,1.0,0.0,unknown,385.0,95.0,204,Entire home/apt,4.5,10.0,385.0,0.9,22,217,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Kamppi
107,11995784,10.0,1.0,1.0,0.0,4.81,1.0,1.0,1.0,0,CANCEL_MODERATE,10.0,Helsinki,27,10.0,10.0,0,0,10.0,60,1,0.65,"Spacious room in a strict centre, Design District",2,14,96,1.0,100.0,within an hour,385.0,95.0,112,Private room,5.0,10.0,385.0,0.9,22,217,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Kluuvi
108,28039361,9.0,1.0,1.0,0.0,4.74,1.0,2.0,3.0,1,CANCEL_MODERATE,9.0,Helsinki,33,9.0,10.0,0,1,10.0,1125,1,0.0,Cosy and elegant city center  apartment with sauna,6,23,154,35.0,100.0,within an hour,62.0,92.0,84,Entire home/apt,5.0,9.0,62.0,0.0,11,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Alppila
